sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence
,001,2024,,Fidelity401K 5500,,,THIRD AVENUE VALUEFUND INVESTOR CLASS,Mutual Fund,,,,"5,723",,66,4,
,001,2024,,Fidelity401K 5500,,,THOMPSON BOND FUND,Corporate Bond,,,,"316,462",,66,5,
,001,2024,,Fidelity401K 5500,,,THORNBURG DEVELOPINGWORLD FUND CL A,Mutual Fund,,,,"14,410",,66,6,
,001,2024,,Fidelity401K 5500,,,THORNBURG DEVELOPINGWORLD FUND CL I,Mutual Fund,,,,"46,248",,66,7,
,001,2024,,Fidelity401K 5500,,,THORNBURG INCOMEBUILDER CL I,Other,,,,"175,898",,66,8,
,001,2024,,Fidelity401K 5500,,,THORNBURG LTD TERMINCOME CLASS A,Other,,,,"24,535",,66,9,
,001,2024,,Fidelity401K 5500,,,THORNBURG LTD TERMINCOME CLASS I,Other,,,,"106,915",,66,10,
,001,2024,,Fidelity401K 5500,,,THORNBURG SMALL MIDCAP CORE FUND CL A,Mutual Fund,,,,"15,797",,66,11,
,001,2024,,Fidelity401K 5500,,,THORNBURG STRATEGICINCOME FUND CL I,Mutual Fund,,,,"2,937",,66,12,
,001,2024,,Fidelity401K 5500,,,THRIVENT LARGE CAPVALUE FUND CL S,Mutual Fund,,,,"2,586",,66,13,
,001,2024,,Fidelity401K 5500,,,THRIVENT MID CAPSTOCK FUND CL S,Common Stock,,,,"259,422",,66,14,
,001,2024,,Fidelity401K 5500,,,THRIVENT SMALL CAPSTOCK FUND CL S,Common Stock,,,,"577,688",,66,15,
,001,2024,,Fidelity401K 5500,,,TIMOTHY PLAN FIXEDINCOME CLASS I,Other,,,,"1,050",,66,16,
,001,2024,,Fidelity401K 5500,,,TIMOTHY PLAN LARGE /MID CAP GROWTH CL A,Other,,,,"32,019",,66,17,
,001,2024,,Fidelity401K 5500,,,TIMOTHY PLAN LRG/MIDCAP VALUE CL A,Other,,,,"6,244",,66,18,
,001,2024,,Fidelity401K 5500,,,TIMOTHY SMALL CAPVALUE CLASS A,Other,,,,"28,763",,66,19,
,001,2024,,Fidelity401K 5500,,,TORTOISE ENERGYINFRASTRUCTURE INC I,Other,,,,"21,786",,66,20,
,001,2024,,Fidelity401K 5500,,,TORTOISE ENGY INFRSTTOTAL RETURN INSTL,Other,,,,"216,812",,66,21,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE IMPACTBOND FUND CLASS I,Corporate Bond,,,,"74,020",,66,22,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE MID CAPFUND CL Z,Mutual Fund,,,,"33,256",,66,23,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE MIDCAP FUND INSTL,Mutual Fund,,,,"4,030",,66,24,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE SANDS CAPEMERG MRKTS GROWTH I,Other,,,,"413,431",,66,25,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE SANDS CAPEMERG MRKTS GROWTH Y,Other,,,,"6,286",,66,26,
,001,2024,,Fidelity401K 5500,,,TOUCHSTONE SANDSCAP SEL GRWTH Z,Other,,,,"19,116",,66,27,
,001,2024,,Fidelity401K 5500,,,TOWLE VALUE FUND,Mutual Fund,,,,"361,112",,66,28,
,001,2024,,Fidelity401K 5500,,,TRANSAMERICA BONDCLASS I,Corporate Bond,,,,"333,371",,66,29,
,001,2024,,Fidelity401K 5500,,,TRANSAMERICA MID CAPVALUE OPPORT CL I,Other,,,,"439,557",,66,30,
,001,2024,,Fidelity401K 5500,,,TRANSAMERICA SUSTAINGROWTH EQUITY FD A,Other,,,,"31,824",,66,31,
,001,2024,,Fidelity401K 5500,,,TRANSAMERICACAPITAL GROWTH CL A,Other,,,,"82,487",,66,32,
,001,2024,,Fidelity401K 5500,,,TRANSAMERICACAPITAL GROWTH CL C,Other,,,,4,,66,33,
,001,2024,,Fidelity401K 5500,,,TRILLIUM ESG GLOBALEQUITY FUND INSTL,Mutual Fund,,,,"210,926",,66,34,
,001,2024,,Fidelity401K 5500,,,TRILLIUM ESG GLOBALEQUITY FUND INVESTOR,Mutual Fund,,,,377,,66,35,
,001,2024,,Fidelity401K 5500,,,TRILLIUM ESG SMALLMID CAP FUND INSTL,Mutual Fund,,,,"351,470",,66,36,
,001,2024,,Fidelity401K 5500,,,TWEEDY BROWNE VALUEFUND,Mutual Fund,,,,"3,201",,66,37,
,001,2024,,Fidelity401K 5500,,,TWEEDY BROWNEINTERNATL VALUE FUND,Mutual Fund,,,,"47,545",,66,38,
,001,2024,,Fidelity401K 5500,,,ULTRA BEAR PRO FUNDINVESTORS SHARES,Mutual Fund,,,,"2,455",,66,39,
,001,2024,,Fidelity401K 5500,,,ULTRA BULL PRO FUNDINVESTORS SHARES,Mutual Fund,,,,"1,328,742",,66,40,
,001,2024,,Fidelity401K 5500,,,ULTRA CHINA PRO FUND- INVESTOR CLASS,Mutual Fund,,,,"1,908,310",,66,41,
,001,2024,,Fidelity401K 5500,,,ULTRA DOW 30PRO FUND INVESTOR,Mutual Fund,,,,"55,044",,66,42,
,001,2024,,Fidelity401K 5500,,,ULTRA EMERGING MRKTSPRO FD INVT CL,Other,,,,"75,237",,66,43,
,001,2024,,Fidelity401K 5500,,,ULTRA MID CAP PROFUND INVESTOR SHS,Mutual Fund,,,,"895,860",,66,44,
,001,2024,,Fidelity401K 5500,,,ULTRA NASDAQ-100 PROFUND INVESTOR CLASS,Mutual Fund,,,,"4,487,048",,66,45,
,001,2024,,Fidelity401K 5500,,,ULTRA SHORT CHINAPRO FUND - INVESTOR,Mutual Fund,,,,"22,856",,66,46,
,001,2024,,Fidelity401K 5500,,,ULTRA SHORT DOW 30INVESTOR SHARES,Other,,,,"29,622",,66,47,
,001,2024,,Fidelity401K 5500,,,ULTRA SHORT NASDAQ-100 PROFUND INVESTOR,Mutual Fund,,,,"461,964",,66,48,
,001,2024,,Fidelity401K 5500,,,USA MUTUALS VICE FDINVESTOR,Other,,,,"57,882",,67,1,
,001,2024,,Fidelity401K 5500,,,VALUE LINE ASSETALLOCATION INVESTOR,Other,,,,"24,053",,67,2,
,001,2024,,Fidelity401K 5500,,,VALUE LINE CAPITALAPPRECIATION INV,Other,,,,"559,157",,67,3,
,001,2024,,Fidelity401K 5500,,,VALUE LINE LARGERCMPNIES FOCUSED INV,Other,,,,"176,468",,67,4,
,001,2024,,Fidelity401K 5500,,,VALUE LINE MID CAPFOCUSED INVESTORS FD,Other,,,,"450,287",,67,5,
,001,2024,,Fidelity401K 5500,,,VALUE LINE SMALL CAPOPPORTUNITIES INV FD,Other,,,,"123,818",,67,6,
,001,2024,,Fidelity401K 5500,,,VAN ECK EMERGINGMARKETS CLASS A,Other,,,,412,,67,7,
,001,2024,,Fidelity401K 5500,,,VAN ECK INTERNATN'LINVESTORS GOLD CL A,Other,,,,"179,628",,67,8,
,001,2024,,Fidelity401K 5500,,,VANGUARD 500 INDEXADMIRAL,Mutual Fund,,,,"8,282,625",,67,9,
,001,2024,,Fidelity401K 5500,,,VANGUARD BALANCEDINDEX ADMIRAL,Mutual Fund,,,,"296,691",,67,10,
,001,2024,,Fidelity401K 5500,,,VANGUARD CORE BONDFUND ADMIRAL,Corporate Bond,,,,"230,585",,67,11,
,001,2024,,Fidelity401K 5500,,,VANGUARD CORE-PLUSBOND FUND ADMIRAL,Corporate Bond,,,,"15,116",,67,12,
,001,2024,,Fidelity401K 5500,,,VANGUARD DEVELOPEDMRKTS INDEX ADMIRAL,Mutual Fund,,,,"237,544",,67,13,
,001,2024,,Fidelity401K 5500,,,VANGUARD DIV APPRECINDEX FD ADMIRAL SHS,Mutual Fund,,,,"266,061",,67,14,
,001,2024,,Fidelity401K 5500,,,VANGUARD DIVERSIFIEDEQUITY FD INV CL SHS,Mutual Fund,,,,"157,423",,67,15,
,001,2024,,Fidelity401K 5500,,,VANGUARD DIVIDENDGROWTH INVESTOR CL,Mutual Fund,,,,"2,117,069",,67,16,
,001,2024,,Fidelity401K 5500,,,VANGUARD EMERG MKTSSELECT STOCK INVSTR,Common Stock,,,,"14,613",,67,17,
,001,2024,,Fidelity401K 5500,,,VANGUARD EMERGINGMARKETS BOND INVSTR,Corporate Bond,,,,"26,508",,67,18,
,001,2024,,Fidelity401K 5500,,,VANGUARD EMERGINGMRKTS INDEX ADMIRAL,Mutual Fund,,,,"419,512",,67,19,
,001,2024,,Fidelity401K 5500,,,VANGUARD ENERGYINVESTOR FUND,Mutual Fund,,,,"552,053",,67,20,
,001,2024,,Fidelity401K 5500,,,VANGUARD EQUITYINCOME ADMIRAL FD,Mutual Fund,,,,"970,665",,67,21,
,001,2024,,Fidelity401K 5500,,,VANGUARD EQUITYINCOME INVESTOR CL,Mutual Fund,,,,"2,594,325",,67,22,
,001,2024,,Fidelity401K 5500,,,VANGUARD EUROPEANSTOCK INDEX ADMIRAL,Common Stock,,,,"70,455",,67,23,
,001,2024,,Fidelity401K 5500,,,VANGUARD EXPLORERINVESTOR CL,Mutual Fund,,,,"42,810",,67,24,
,001,2024,,Fidelity401K 5500,,,VANGUARD EXPLORERVALUE FUND INVESTOR,Mutual Fund,,,,"43,477",,67,25,
,001,2024,,Fidelity401K 5500,,,VANGUARD EXTENDEDMARKET INDEX ADMIRAL,Mutual Fund,,,,"281,631",,67,26,
,001,2024,,Fidelity401K 5500,,,VANGUARD FINANCIALSINDEX ADMIRAL SHRS,Mutual Fund,,,,"43,778",,67,27,
,001,2024,,Fidelity401K 5500,,,VANGUARD FTSE ALL WDEX US SM CP IDX ADM,Mutual Fund,,,,"32,843",,67,28,
,001,2024,,Fidelity401K 5500,,,VANGUARD FTSE ALL -WRLD EX US INDEX ADM,Mutual Fund,,,,"75,961",,67,29,
,001,2024,,Fidelity401K 5500,,,VANGUARD FTSE ALLWRLD EXUS SMCP IDX I,Mutual Fund,,,,"73,927",,67,30,
,001,2024,,Fidelity401K 5500,,,VANGUARD FTSE SOCIALIDX FD ADMIRAL SHS,Mutual Fund,,,,"118,525",,67,31,
,001,2024,,Fidelity401K 5500,,,VANGUARD GLOBALCAPITAL CYCLES INV,Mutual Fund,,,,"81,583",,67,32,
,001,2024,,Fidelity401K 5500,,,VANGUARD GLOBALEQUITY INVESTOR CL,Mutual Fund,,,,"149,723",,67,33,
,001,2024,,Fidelity401K 5500,,,VANGUARD GLOBALWELLESLEY INVESTOR,Mutual Fund,,,,"9,704",,67,34,
,001,2024,,Fidelity401K 5500,,,VANGUARD GLOBALWELLINGTON INVESTOR,Mutual Fund,,,,"25,752",,67,35,
,001,2024,,Fidelity401K 5500,,,VANGUARD GNMAADMIRAL,Mutual Fund,,,,"40,071",,67,36,
,001,2024,,Fidelity401K 5500,,,VANGUARD GNMAINVESTOR CL,Mutual Fund,,,,"23,350",,67,37,
,001,2024,,Fidelity401K 5500,,,VANGUARD GROWTH &INCOME INVESTOR CL,Mutual Fund,,,,"2,037",,67,38,
,001,2024,,Fidelity401K 5500,,,VANGUARD GROWTHINDEX ADMIRAL,Mutual Fund,,,,"1,273,811",,67,39,
,001,2024,,Fidelity401K 5500,,,VANGUARD HEALTH CAREADMIRAL SHS,Mutual Fund,,,,"34,850",,67,40,
,001,2024,,Fidelity401K 5500,,,VANGUARD HEALTH CAREINDEX ADMIRAL SHARES,Mutual Fund,,,,"34,579",,67,41,
,001,2024,,Fidelity401K 5500,,,VANGUARD HEALTH CAREINVESTOR,Mutual Fund,,,,"665,108",,67,42,
,001,2024,,Fidelity401K 5500,,,VANGUARD HIGH DIVYLD IDX ADMIRAL SHS,Mutual Fund,,,,"152,666",,67,43,
,001,2024,,Fidelity401K 5500,,,VANGUARD HIGH YIELDCORP INVESTOR CL,Mutual Fund,,,,"1,720,240",,67,44,
,001,2024,,Fidelity401K 5500,,,VANGUARD INFLATIONPROTECTED SECS INV,Mutual Fund,,,,"52,761",,67,45,
,001,2024,,Fidelity401K 5500,,,VANGUARD INFORMATIONTECH IND ADMIR SHS,Mutual Fund,,,,"44,969",,67,46,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTERMEDTRM INVST GR INVEST,Mutual Fund,,,,"186,258",,67,47,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTERNATLVALUE PORT INV CL,Mutual Fund,,,,"62,442",,67,48,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTERNATNALEXPLORER INVESTOR,Mutual Fund,,,,15,,68,1,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTERNATNLDIVIDEND GROWTH INVS,Mutual Fund,,,,"21,094",,68,2,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTL CORESTOCK FUND ADMIRAL,Common Stock,,,,"38,861",,68,3,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTL CORESTOCK INVESTOR,Common Stock,,,,"167,570",,68,4,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTL GROWTHADMIRAL,Mutual Fund,,,,"131,070",,68,5,
,001,2024,,Fidelity401K 5500,,,VANGUARD INT'LGROWTH PORT INV CL,Mutual Fund,,,,"592,696",,68,6,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTMDT TERMTREASURY INDEX FD,Mutual Fund,,,,"19,906",,68,7,
,001,2024,,Fidelity401K 5500,,,VANGUARD INTNTL HIGHDIV YLD INDEX ADMIRL,Mutual Fund,,,,"34,544",,68,8,
,001,2024,,Fidelity401K 5500,,,VANGUARD INT-TERMBOND INDEX ADMIRAL,Corporate Bond,,,,"5,717",,68,9,
,001,2024,,Fidelity401K 5500,,,VANGUARD LARGE CAPINDEX ADMIRAL CL,Mutual Fund,,,,"440,297",,68,10,
,001,2024,,Fidelity401K 5500,,,VANGUARD LONG TERMINVMT GRADE INV,Mutual Fund,,,,"502,803",,68,11,
,001,2024,,Fidelity401K 5500,,,VANGUARD LONG TERMTREASURY INDEX ADM,Mutual Fund,,,,"154,718",,68,12,
,001,2024,,Fidelity401K 5500,,,VANGUARD LONG TERMUS TREASURY INVESTOR,Mutual Fund,,,,"1,786,332",,68,13,
,001,2024,,Fidelity401K 5500,,,VANGUARD MARKETNEUTRAL FD INST CL,Mutual Fund,,,,"18,728",,68,14,
,001,2024,,Fidelity401K 5500,,,VANGUARD MID CAPINDEX ADMIRAL SHS,Mutual Fund,,,,"299,503",,68,15,
,001,2024,,Fidelity401K 5500,,,VANGUARD MID CAPINDEX FUND CL I,Mutual Fund,,,,"9,472",,68,16,
,001,2024,,Fidelity401K 5500,,,VANGUARD MID-CAPGROWTH INDEX ADMIRAL,Mutual Fund,,,,"57,836",,68,17,
,001,2024,,Fidelity401K 5500,,,VANGUARD MID-CAPVALUE INDEX ADMIRAL,Mutual Fund,,,,"175,280",,68,18,
,001,2024,,Fidelity401K 5500,,,VANGUARD MULTI SECTRINCOME BOND ADMIRAL,Corporate Bond,,,,"18,946",,68,19,
,001,2024,,Fidelity401K 5500,,,VANGUARD PACIFICSTOCK INDEX ADML SHS,Common Stock,,,,"36,952",,68,20,
,001,2024,,Fidelity401K 5500,,,VANGUARD PRIMECAPADMIRAL CLASS,Mutual Fund,,,,"229,889",,68,21,
,001,2024,,Fidelity401K 5500,,,VANGUARD REAL ESTATEINDEX ADMIRAL,Real Estate,,,,"129,328",,68,22,
,001,2024,,Fidelity401K 5500,,,VANGUARD REAL ESTATEINDEX FD INSTL,Real Estate,,,,"22,705",,68,23,
,001,2024,,Fidelity401K 5500,,,VANGUARD SELECTEDVALUE INVESTOR,Mutual Fund,,,,"10,868",,68,24,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT TERMBOND INDEX ADMIRAL,Corporate Bond,,,,"80,242",,68,25,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT TERMFEDERAL INVESTOR,Mutual Fund,,,,"9,057",,68,26,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT TERMINFLTN PROT SEC ADMR,Mutual Fund,,,,"26,792",,68,27,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT TERMINVMT GRADE ADMIRAL,Mutual Fund,,,,"182,951",,68,28,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT TERMINVMT GRADE INVESTOR,Mutual Fund,,,,"27,939",,68,29,
,001,2024,,Fidelity401K 5500,,,VANGUARD SHORT-TERMGOVT BD INDEX ADM,Mutual Fund,,,,"53,456",,68,30,
,001,2024,,Fidelity401K 5500,,,VANGUARD SMALL CAPINDEX INSTL PLUS,Mutual Fund,,,,"59,305",,68,31,
,001,2024,,Fidelity401K 5500,,,VANGUARD SMALL-CAPGROWTH INDEX ADMIRAL,Mutual Fund,,,,"286,494",,68,32,
,001,2024,,Fidelity401K 5500,,,VANGUARD SMALL-CAPINDEX ADMIRAL,Mutual Fund,,,,"468,611",,68,33,
,001,2024,,Fidelity401K 5500,,,VANGUARD SMALL-CAPVALUE INDEX ADMIRAL,Mutual Fund,,,,"2,693,228",,68,34,
,001,2024,,Fidelity401K 5500,,,VANGUARD STARINVESTOR CLASS,Mutual Fund,,,,"160,234",,68,35,
,001,2024,,Fidelity401K 5500,,,VANGUARD STRATEGICEQUITY INVESTOR,Mutual Fund,,,,"59,957",,68,36,
,001,2024,,Fidelity401K 5500,,,VANGUARD STRATEGICSMALL CAP EQ INVT,Mutual Fund,,,,"52,865",,68,37,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGET RET2025 FD INVESTOR CL,Target Date Fund,,,,"680,707",,68,38,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGET RET2035 FD INVESTOR CL,Target Date Fund,,,,"437,677",,68,39,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGET RET2055 FUND INVESTOR,Target Date Fund,,,,"402,454",,68,40,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGET RETINC FD INVESTOR CL,Target Date Fund,,,,"5,086",,68,41,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGETRET 2060 FD INVESTOR,Mutual Fund,,,,"6,242",,68,42,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGETRETIREMENT 2020 INVT,Mutual Fund,,,,"54,703",,68,43,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGETRETIREMENT 2030 INVT,Mutual Fund,,,,"1,020,969",,68,44,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGETRETIREMENT 2040 INV,Mutual Fund,,,,"96,615",,68,45,
,001,2024,,Fidelity401K 5500,,,VANGUARD TARGETRETIREMENT 2050 INVT,Mutual Fund,,,,"997,952",,69,1,
,001,2024,,Fidelity401K 5500,,,VANGUARD TOTAL BONDMARKET INDEX ADMIRAL,Corporate Bond,,,,"822,787",,69,2,
,001,2024,,Fidelity401K 5500,,,VANGUARD TOTAL INTLSTK INDEX INST PLUS,Mutual Fund,,,,"80,642",,69,3,
,001,2024,,Fidelity401K 5500,,,VANGUARD TOTAL INTNLSTOCK INDEX ADMIRAL,Common Stock,,,,"628,001",,69,4,
,001,2024,,Fidelity401K 5500,,,VANGUARD TOTAL STOCKMARKET INDEX ADMIRAL,Common Stock,,,,"3,316,205",,69,5,
,001,2024,,Fidelity401K 5500,,,VANGUARD TOTALINTERNTL BD INDX ADM,Mutual Fund,,,,"52,342",,69,6,
,001,2024,,Fidelity401K 5500,,,VANGUARD TTL WORLDSTK IDX ADMIRAL SHS,Mutual Fund,,,,"10,854",,69,7,
,001,2024,,Fidelity401K 5500,,,VANGUARD ULTRA SHORTTERM BOND INVESTOR,Corporate Bond,,,,"18,298",,69,8,
,001,2024,,Fidelity401K 5500,,,VANGUARD USGROWTH FUND INVESTOR,Mutual Fund,,,,"442,379",,69,9,
,001,2024,,Fidelity401K 5500,,,VANGUARD VALUE INDEXADMIRAL,Mutual Fund,,,,"746,033",,69,10,
,001,2024,,Fidelity401K 5500,,,VANGUARD WELLESLEYINCOME ADMIRAL,Mutual Fund,,,,"55,900",,69,11,
,001,2024,,Fidelity401K 5500,,,VANGUARD WELLINGTONINVESTOR,Mutual Fund,,,,"72,050",,69,12,
,001,2024,,Fidelity401K 5500,,,VANGUARD WINDSORINVESTOR,Mutual Fund,,,,"443,599",,69,13,
,001,2024,,Fidelity401K 5500,,,VANGUARD/WELLESLEYINCOME INVESTOR,Mutual Fund,,,,"1,173,478",,69,14,
,001,2024,,Fidelity401K 5500,,,VAUGHAN NELSONSELECT FUND CL Y,Mutual Fund,,,,641,,69,15,
,001,2024,,Fidelity401K 5500,,,VERSUS CAPITALREAL ASSETS CL I,Other,,,,"33,214",,69,16,
,001,2024,,Fidelity401K 5500,,,VEST BITCOINSTRATEGY MANAGED VOL,Other,,,,"1,127,962",,69,17,
,001,2024,,Fidelity401K 5500,,,VEST BITCOINSTRTGY MNG VOL INSTL,Other,,,,"300,239",,69,18,
,001,2024,,Fidelity401K 5500,,,VEST S&P 500DIV ARISTO TGT INC I,Other,,,,"1,481",,69,19,
,001,2024,,Fidelity401K 5500,,,VEST S&P 500DIV ARISTO TGT INC I,Other,,,,"2,293",,69,20,
,001,2024,,Fidelity401K 5500,,,VEST US LARGECAP 10% BUFFER INVST,Other,,,,583,,69,21,
,001,2024,,Fidelity401K 5500,,,VEST US LARGECAP 20% BUFFER INSTL,Other,,,,"24,337",,69,22,
,001,2024,,Fidelity401K 5500,,,VEST US LARGECAP 20% BUFFER INVST,Other,,,,"46,463",,69,23,
,001,2024,,Fidelity401K 5500,,,VICTORY 500 INDEX FDMEMBER CLASS SHARES,Other,,,,"60,891",,69,24,
,001,2024,,Fidelity401K 5500,,,VICTORY CAPITALGROWTH FUND,Mutual Fund,,,,"4,431",,69,25,
,001,2024,,Fidelity401K 5500,,,VICTORY CORE PLUSINTERMEDIATE BOND FD,Corporate Bond,,,,"102,548",,69,26,
,001,2024,,Fidelity401K 5500,,,VICTORY FLOATINGRATE CL Y,Other,,,,757,,69,27,
,001,2024,,Fidelity401K 5500,,,VICTORY GLOBALENERGY TRANSITION A,Other,,,,891,,69,28,
,001,2024,,Fidelity401K 5500,,,VICTORY HIGH INCOMEFUND,Mutual Fund,,,,"19,759",,69,29,
,001,2024,,Fidelity401K 5500,,,VICTORY INCOME FUNDCLASS A,Mutual Fund,,,,"24,571",,69,30,
,001,2024,,Fidelity401K 5500,,,VICTORY INTERNATIONLFUND,Mutual Fund,,,,"68,739",,69,31,
,001,2024,,Fidelity401K 5500,,,VICTORY NASDAQ-100INDEX FUND,Mutual Fund,,,,"1,877,211",,69,32,
,001,2024,,Fidelity401K 5500,,,VICTORY NASDAQ-100INDEX FUND CL A,Mutual Fund,,,,"1,494,841",,69,33,
,001,2024,,Fidelity401K 5500,,,VICTORY PRECIOUSMETALS AND MINERALS,Other,,,,"87,195",,69,34,
,001,2024,,Fidelity401K 5500,,,VICTORY PRECIOUSMETALS& MINERALS A,Other,,,,"23,687",,69,35,
,001,2024,,Fidelity401K 5500,,,VICTORY RS GLOBAL FDCL Y,Other,,,,"135,110",,69,36,
,001,2024,,Fidelity401K 5500,,,VICTORY RS GLOBALFUND CLASS A,Mutual Fund,,,,"275,262",,69,37,
,001,2024,,Fidelity401K 5500,,,VICTORY RS LARGE CAPALPHA FUND CL A,Mutual Fund,,,,"77,531",,69,38,
,001,2024,,Fidelity401K 5500,,,VICTORY RS SCIENCEAND TECHNOLOGY CL A,Other,,,,"19,801",,69,39,
,001,2024,,Fidelity401K 5500,,,VICTORY SCIENCE &TECHNOLOGY FD A,Other,,,,"306,199",,69,40,
,001,2024,,Fidelity401K 5500,,,VICTORY SUSTAINABLEWORLD FUND A,Mutual Fund,,,,"28,579",,69,41,
,001,2024,,Fidelity401K 5500,,,VICTORY SYCAMOREESTABLISHED VALUE A,Other,,,,"3,414",,69,42,
,001,2024,,Fidelity401K 5500,,,VILLERE EQUITYFUND,Mutual Fund,,,,392,,70,1,
,001,2024,,Fidelity401K 5500,,,VIRTUS ALPHASIMPLEXMANAG FUTURE STRAT A,Other,,,,"265,226",,70,2,
,001,2024,,Fidelity401K 5500,,,VIRTUS ALPHASIMPLEXMANAG FUTURE STRAT I,Other,,,,"95,335",,70,3,
,001,2024,,Fidelity401K 5500,,,VIRTUS CEREDEX LRGCAP VALUE EQUITY I,Other,,,,"114,816",,70,4,
,001,2024,,Fidelity401K 5500,,,VIRTUS CEREDEX MIDCAP VALUE EQUITY I,Other,,,,"5,263",,70,5,
,001,2024,,Fidelity401K 5500,,,VIRTUS CONVERTIBLEFUND A,Mutual Fund,,,,81,,70,6,
,001,2024,,Fidelity401K 5500,,,VIRTUS CONVERTIBLEFUND C,Mutual Fund,,,,"12,782",,70,7,
,001,2024,,Fidelity401K 5500,,,VIRTUS DUFF & PHELPSGLBL REAL EST SECS A,Other,,,,"2,076",,70,8,
,001,2024,,Fidelity401K 5500,,,VIRTUS DUFF & PHELPSGLBL REAL EST SECS I,Other,,,,"2,815",,70,9,
,001,2024,,Fidelity401K 5500,,,VIRTUS DUFF & PHELPSRL ESTATE SECS I,Other,,,,"2,300",,70,10,
,001,2024,,Fidelity401K 5500,,,VIRTUS DUFF & PHELPSSELECT MLP ENERGY A,Other,,,,"21,797",,70,11,
,001,2024,,Fidelity401K 5500,,,VIRTUS DUFF & PHELPSWATER FUND A,Mutual Fund,,,,"80,033",,70,12,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR EMERGMKTS SMALL CAP A,Other,,,,352,,70,13,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR HEALTHSCIENCES FUND INSTL,Mutual Fund,,,,"6,625",,70,14,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR INTLSMALL MID CAP A,Other,,,,"12,659",,70,15,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR MID CAPCORE FUND CLASS A,Mutual Fund,,,,"62,953",,70,16,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR MID CAPCORE FUND CLASS I,Mutual Fund,,,,"2,942",,70,17,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR MID CAPGROWTH FUND CL A,Mutual Fund,,,,"308,048",,70,18,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR MID CAPGROWTH FUND CL I,Mutual Fund,,,,"30,359",,70,19,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALL CAPGROWTH FUND CL I,Mutual Fund,,,,"150,967",,70,20,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALL MIDCAP CORE FD CL I,Other,,,,"159,272",,70,21,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALLCAP CORE FUND CL A,Mutual Fund,,,,"167,649",,70,22,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALLCAP GROWTH CL A,Other,,,,"496,551",,70,23,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALLCAP VALUE CLASS I,Other,,,,"34,211",,70,24,
,001,2024,,Fidelity401K 5500,,,VIRTUS KAR SMALLMID CAP CORE CL A,Other,,,,"20,908",,70,25,
,001,2024,,Fidelity401K 5500,,,VIRTUS NEWFLEET SHRTDURATION HIGH INC A,Other,,,,"4,001",,70,26,
,001,2024,,Fidelity401K 5500,,,VIRTUS NFJ EMERGINGMARKETS VALUE A,Other,,,,"2,843",,70,27,
,001,2024,,Fidelity401K 5500,,,VIRTUS NFJ LARGE CAPVALUE A,Other,,,,337,,70,28,
,001,2024,,Fidelity401K 5500,,,VIRTUS NFJ MID CAPVALUE A,Other,,,,"7,883",,70,29,
,001,2024,,Fidelity401K 5500,,,VIRTUS SEIX HIGHYIELD CL I,Other,,,,"4,501",,70,30,
,001,2024,,Fidelity401K 5500,,,VIRTUS SGA EMERGINGMARKETS EQUITY FD A,Other,,,,922,,70,31,
